t,seq,frame_age_ms,round,hold,cued_label,cued_name,phase,hand_detected,bbox_area,delta_s,svm_label,svm_name,svm_prob,svm_margin,rule_raw,rule_name,rule_conf,fb_stable_count,battery
1789909117.6030133,5342,5.49,2,19,6,BACK,hold,1,0.02383122,-0.062458,,,,,CENTER,CENTER,0.5,15,93.0
1789909117.664129,5344,2.08,2,19,6,BACK,hold,0,,,,,,,,,,15,93.0
1789909117.7719872,5346,6.46,2,19,6,BACK,hold,1,0.01197421,-0.497541,,,,,BACK,CENTER,0.6268,1,93.0
1789909117.8490312,5348,14.18,2,19,6,BACK,hold,0,,,,,,,,,,1,93.0
1789909117.9427674,5350,13.09,2,19,6,BACK,hold,0,,,,,,,,,,1,93.0
1789909118.003822,5352,9.9,2,19,6,BACK,hold,0,,,,,,,,,,1,93.0
1789909118.1134703,5354,14.43,2,19,6,BACK,hold,0,,,,,,,,,,1,93.0
1789909118.1754727,5356,12.95,2,19,6,BACK,hold,0,,,,,,,,,,1,93.0
1789909118.268197,5358,3.16,2,19,6,BACK,hold,0,,,,,,,,,,1,93.0
1789909118.3473616,5360,14.18,2,19,6,BACK,hold,0,,,,,,,,,,1,93.0
1789909118.440474,5362,13.86,2,19,6,BACK,hold,0,,,,,,,,,,1,93.0
1789909118.5015569,5364,7.16,2,19,6,BACK,hold,0,,,,,,,,,,1,93.0
1789909118.6102269,5366,15.18,2,19,6,BACK,hold,0,,,,,,,,,,1,93.0
1789909118.6709113,5368,10.48,2,19,6,BACK,hold,0,,,,,,,,,,1,93.0
1789909118.7656598,5370,3.0,2,19,6,BACK,hold,1,0.05563045,3.645857,,,,,FORWARD,CENTER,0.5493,1,93.0
1789909118.8418806,5372,11.43,2,19,6,BACK,hold,1,0.12291184,1.209434,,,,,FORWARD,FORWARD,0.6548,2,93.0
1789909118.9345965,5374,2.99,2,19,6,BACK,hold,1,0.19789068,0.610021,,,,,UP-FORWARD,UP,0.8413,1,93.0
1789909119.0105772,5376,13.04,2,19,6,BACK,hold,1,0.26382031,0.333162,,,,,UP-FORWARD,UP-FORWARD,0.9688,2,93.0
1789909119.1044564,5378,4.02,2,19,6,BACK,hold,1,0.31860798,0.20767,,,,,UP-FORWARD,UP-FORWARD,1.0,3,93.0
1789909119.165503,5380,6.29,2,19,6,BACK,hold,1,0.35330752,0.10891,,,,,UP,UP,1.0,1,93.0
1789909119.3380039,5384,8.95,2,19,6,BACK,hold,1,0.37973683,0.074805,,,,,UP,UP,1.0,2,93.0
1789909119.429831,5386,1.0,2,19,6,BACK,hold,1,0.39573683,0.042134,,,,,UP,UP,1.0,3,93.0
1789909119.5065174,5388,8.98,2,19,6,BACK,hold,1,0.4067258,0.027768,,,,,UP,UP,1.0,4,93.0
1789909119.5991952,5390,5.63,2,19,6,BACK,hold,1,0.41281664,0.014975,,,,,UP,UP,1.0,5,93.0
1789909119.6762593,5392,13.34,2,19,6,BACK,hold,1,0.41548661,0.006468,,,,,UP,UP,1.0,6,93.0
1789909119.7695243,5394,8.08,2,19,6,BACK,hold,1,0.39246894,-0.055399,,,,,UP,UP,1.0,7,93.0
1789909119.830031,5396,3.63,2,19,6,BACK,hold,1,0.32981304,-0.159646,,,,,UP,UP,1.0,8,93.0
1789909119.9392166,5398,12.36,2,19,6,BACK,hold,1,0.22922723,-0.304978,,,,,UP-BACK,UP,0.9861,1,93.0
1789909120.0005817,5400,6.14,2,19,6,BACK,hold,1,0.15428243,-0.326945,,,,,UP-BACK,UP-BACK,0.872,2,93.0
1789909120.1089728,5402,14.17,2,19,6,BACK,hold,1,0.10576006,-0.314504,,,,,UP-BACK,UP-BACK,0.7983,3,93.0
1789909120.170889,5404,9.19,2,19,6,BACK,hold,1,0.07840281,-0.258673,,,,,UP-BACK,UP-BACK,0.7518,4,93.0
1789909120.3407376,5408,16.08,2,19,6,BACK,hold,1,0.06179904,-0.211775,,,,,UP-BACK,UP-BACK,0.7251,5,93.0
1789909125.3940468,5530,2.86,2,20,3,UP,hold,1,0.10154534,0.012974,,,,,UP,UP,1.0,26,93.0
1789909125.5034785,5532,7.97,2,20,3,UP,hold,1,0.10190757,0.003567,,,,,UP,UP,1.0,27,93.0
1789909125.564932,5534,7.77,2,20,3,UP,hold,1,0.10154073,-0.0036,,,,,UP,UP,1.0,28,93.0
1789909125.6738746,5536,11.13,2,20,3,UP,hold,1,0.10121697,-0.003189,,,,,UP,UP,1.0,29,93.0
1789909125.7357445,5538,9.01,2,20,3,UP,hold,1,0.10157184,0.003506,,,,,UP,UP,1.0,30,93.0
1789909125.842834,5540,13.33,2,20,3,UP,hold,1,0.10218607,0.006047,,,,,UP,UP,1.0,31,93.0
1789909125.9056249,5542,10.04,2,20,3,UP,hold,1,0.10372721,0.015082,,,,,UP,UP,1.0,32,93.0
1789909125.998756,5544,1.97,2,20,3,UP,hold,1,0.10579244,0.01991,,,,,UP,UP,1.0,33,93.0
1789909126.0754094,5546,12.4,2,20,3,UP,hold,1,0.10770902,0.018116,,,,,UP,UP,1.0,34,93.0
1789909126.1829967,5548,13.91,2,20,3,UP,hold,1,0.10919107,0.01376,,,,,UP,UP,1.0,35,93.0
1789909126.228356,5550,1.01,2,20,3,UP,hold,1,0.10990332,0.006523,,,,,UP,UP,1.0,36,93.0
1789909126.338048,5552,12.21,2,20,3,UP,hold,1,0.10971289,-0.001733,,,,,UP,UP,1.0,37,93.0
1789909126.4005408,5554,6.76,2,20,3,UP,hold,1,0.10960704,-0.000965,,,,,UP,UP,1.0,38,93.0
1789909126.5069294,5556,9.29,2,20,3,UP,hold,1,0.10974169,0.001228,,,,,UP,UP,1.0,39,93.0
1789909126.5690324,5558,9.38,2,20,3,UP,hold,1,0.10982546,0.000763,,,,,UP,UP,1.0,40,93.0
1789909126.678122,5560,15.17,2,20,3,UP,hold,1,0.10918414,-0.005839,,,,,UP,UP,1.0,41,93.0
1789909126.7381012,5562,11.09,2,20,3,UP,hold,1,0.10822057,-0.008825,,,,,UP,UP,1.0,42,93.0
1789909126.8338153,5564,6.73,2,20,3,UP,hold,1,0.10686033,-0.012569,,,,,UP,UP,1.0,43,93.0
1789909126.8945074,5566,1.04,2,20,3,UP,hold,1,0.10590414,-0.008948,,,,,UP,UP,1.0,44,93.0
1789909127.0049038,5568,7.75,2,20,3,UP,hold,1,0.10621677,0.002952,,,,,UP,UP,1.0,45,93.0
1789909127.0656605,5570,4.68,2,20,3,UP,hold,1,0.10638834,0.001615,,,,,UP,UP,1.0,46,93.0
1789909127.1743424,5572,12.79,2,20,3,UP,hold,1,0.10729966,0.008566,,,,,UP,UP,1.0,47,93.0
1789909127.2356768,5574,10.62,2,20,3,UP,hold,1,0.10875309,0.013546,,,,,UP,UP,1.0,48,93.0
1789909127.3296523,5576,5.96,2,20,3,UP,hold,1,0.11026603,0.013912,,,,,UP,UP,1.0,49,93.0
1789909127.3918242,5578,1.0,2,20,3,UP,hold,1,0.11123735,0.008809,,,,,UP,UP,1.0,50,93.0
1789909127.5007873,5580,4.78,2,20,3,UP,hold,1,0.11146718,0.002066,,,,,UP,UP,1.0,50,93.0
1789909127.5609741,5582,4.42,2,20,3,UP,hold,1,0.11148803,0.000187,,,,,UP,UP,1.0,50,93.0
1789909127.6696966,5584,10.82,2,20,3,UP,hold,1,0.1111789,-0.002773,,,,,UP,UP,1.0,50,93.0
1789909127.7316446,5586,5.53,2,20,3,UP,hold,1,0.11076112,-0.003758,,,,,UP,UP,1.0,50,93.0
1789909127.8254354,5588,0.0,2,20,3,UP,hold,1,0.11044356,-0.002867,,,,,UP,UP,1.0,50,93.0
1789909127.902028,5590,10.41,2,20,3,UP,hold,1,0.11001074,-0.003919,,,,,UP,UP,1.0,50,93.0
1789909127.9957383,5592,3.78,2,20,3,UP,hold,1,0.10989855,-0.00102,,,,,UP,UP,1.0,50,93.0
1789909128.0722737,5594,12.13,2,20,3,UP,hold,1,0.11003689,0.001259,,,,,UP,UP,1.0,50,93.0
1789909128.1648898,5596,5.78,2,20,3,UP,hold,1,0.10930382,-0.006662,,,,,UP,UP,1.0,50,93.0
1789909128.2415817,5598,13.31,2,20,3,UP,hold,1,0.10947713,0.001586,,,,,UP,UP,1.0,50,93.0
1789909128.3338761,5600,10.88,2,20,3,UP,hold,1,0.1097951,0.002904,,,,,UP,UP,1.0,50,93.0
1789909128.412327,5602,16.0,2,20,3,UP,hold,1,0.11028078,0.004423,,,,,UP,UP,1.0,50,93.0
1789909128.5040898,5604,15.04,2,20,3,UP,hold,1,0.11055553,0.002491,,,,,UP,UP,1.0,50,93.0
1789909128.5653691,5606,8.13,2,20,3,UP,hold,1,0.11055394,-1.4e-05,,,,,UP,UP,1.0,50,93.0
1789909128.6732075,5608,13.9,2,20,3,UP,hold,1,0.11084426,0.002626,,,,,UP,UP,1.0,50,93.0
1789909128.7351828,5610,10.21,2,20,3,UP,hold,1,0.1109284,0.000759,,,,,UP,UP,1.0,50,93.0
1789909128.8274376,5612,1.0,2,20,3,UP,hold,1,0.11109789,0.001528,,,,,UP,UP,1.0,50,93.0
1789909128.9042196,5614,8.96,2,20,3,UP,hold,1,0.11050232,-0.005361,,,,,UP,UP,1.0,50,93.0
1789909128.9962273,5616,6.51,2,20,3,UP,hold,1,0.11018604,-0.002862,,,,,UP,UP,1.0,50,93.0
1789909129.0733669,5618,14.57,2,20,3,UP,hold,1,0.11018106,-4.5e-05,,,,,UP,UP,1.0,50,93.0
1789909129.1657493,5620,4.16,2,20,3,UP,hold,1,0.11052763,0.003145,,,,,UP,UP,1.0,50,93.0
1789909129.2434235,5622,14.91,2,20,3,UP,hold,1,0.11099334,0.004213,,,,,UP,UP,1.0,50,93.0
1789909129.3362877,5624,14.17,2,20,3,UP,hold,1,0.11129137,0.002685,,,,,UP,UP,1.0,50,93.0
1789909129.3987124,5626,5.95,2,20,3,UP,hold,1,0.11132229,0.000278,,,,,UP,UP,1.0,50,93.0
1789909129.5077834,5628,14.86,2,20,3,UP,hold,1,0.11121321,-0.00098,,,,,UP,UP,1.0,50,93.0
1789909129.569371,5630,14.1,2,20,3,UP,hold,1,0.11147713,0.002373,,,,,UP,UP,1.0,50,93.0
1789909129.662141,5632,5.45,2,20,3,UP,hold,1,0.11163051,0.001376,,,,,UP,UP,1.0,50,93.0
1789909129.7397773,5634,15.05,2,20,3,UP,hold,1,0.1118731,0.002173,,,,,UP,UP,1.0,50,93.0
1789909129.8321486,5636,7.82,2,20,3,UP,hold,1,0.11197301,0.000893,,,,,UP,UP,1.0,50,93.0
1789909129.8931713,5638,1.0,2,20,3,UP,hold,1,0.11189171,-0.000726,,,,,UP,UP,1.0,50,93.0
1789909130.0024314,5640,10.78,2,20,3,UP,hold,1,0.11173295,-0.001419,,,,,UP,UP,1.0,50,93.0
1789909130.062472,5642,5.06,2,20,3,UP,hold,1,0.1116552,-0.000696,,,,,UP,UP,1.0,50,93.0
1789909130.171858,5644,13.59,2,20,3,UP,hold,1,0.11199763,0.003067,,,,,UP,UP,1.0,50,93.0
1789909130.2341979,5646,7.07,2,20,3,UP,hold,1,0.11202568,0.00025,,,,,UP,UP,1.0,50,93.0
1789909130.326716,5648,2.99,2,20,3,UP,hold,1,0.11216234,0.00122,,,,,UP,UP,1.0,50,93.0
1789909130.4057434,5650,14.26,2,20,3,UP,hold,1,0.11192858,-0.002084,,,,,UP,UP,1.0,50,93.0
1789909130.5004532,5652,7.92,2,20,3,UP,hold,1,0.11183585,-0.000828,,,,,UP,UP,1.0,50,93.0
1789909130.5604866,5654,1.99,2,20,3,UP,hold,1,0.1119855,0.001338,,,,,UP,UP,1.0,50,93.0
1789909130.668163,5656,8.07,2,20,3,UP,hold,1,0.11196312,-0.0002,,,,,UP,UP,1.0,50,93.0
1789909130.7284708,5658,4.92,2,20,3,UP,hold,1,0.11198945,0.000235,,,,,UP,UP,1.0,50,93.0
1789909130.8391666,5660,13.79,2,20,3,UP,hold,1,0.1122896,0.00268,,,,,UP,UP,1.0,50,93.0
1789909130.9004922,5662,8.86,2,20,3,UP,hold,1,0.11235836,0.000612,,,,,UP,UP,1.0,50,93.0
1789909130.9944644,5664,2.03,2,20,3,UP,hold,1,0.11207148,-0.002553,,,,,UP,UP,1.0,50,93.0
1789909131.0706248,5666,13.07,2,20,3,UP,hold,1,0.11186944,-0.001803,,,,,UP,UP,1.0,50,93.0
1789909131.163525,5668,4.89,2,20,3,UP,hold,1,0.1123294,0.004112,,,,,UP,UP,1.0,50,93.0
1789909131.2269583,5670,3.44,2,20,3,UP,hold,1,0.11256075,0.00206,,,,,UP,UP,1.0,50,93.0
1789909131.3350458,5672,11.17,2,20,3,UP,hold,1,0.11259905,0.00034,,,,,UP,UP,1.0,50,93.0
1789909136.400668,5794,7.93,3,21,3,UP,hold,1,0.11409943,0.000259,,,,,UP,UP,1.0,50,93.0
1789909136.5084465,5796,14.28,3,21,3,UP,hold,1,0.1141328,0.000292,,,,,UP,UP,1.0,50,93.0
1789909136.570432,5798,11.97,3,21,3,UP,hold,1,0.11361538,-0.004534,,,,,UP,UP,1.0,50,93.0
1789909136.663456,5800,5.62,3,21,3,UP,hold,1,0.1138181,0.001784,,,,,UP,UP,1.0,50,93.0
1789909136.725691,5802,1.03,3,21,3,UP,hold,1,0.11405017,0.002039,,,,,UP,UP,1.0,50,93.0
1789909136.8345332,5804,7.83,3,21,3,UP,hold,1,0.11349741,-0.004847,,,,,UP,UP,1.0,50,93.0
1789909136.8958738,5806,5.23,3,21,3,UP,hold,1,0.1127783,-0.006336,,,,,UP,UP,1.0,50,93.0
1789909137.003432,5808,9.83,3,21,3,UP,hold,1,0.11147621,-0.011546,,,,,UP,UP,1.0,50,93.0
1789909137.0647328,5810,6.2,3,21,3,UP,hold,1,0.11092914,-0.004907,,,,,UP,UP,1.0,50,93.0
1789909137.1734412,5812,13.2,3,21,3,UP,hold,1,0.11038335,-0.00492,,,,,UP,UP,1.0,50,93.0
1789909137.236583,5814,11.2,3,21,3,UP,hold,1,0.11076301,0.003439,,,,,UP,UP,1.0,50,93.0
1789909137.313895,5816,13.24,3,21,3,UP,hold,1,0.11065167,-0.001005,,,,,UP,UP,1.0,50,93.0
1789909137.407266,5818,13.82,3,21,3,UP,hold,1,0.11084392,0.001737,,,,,UP,UP,1.0,50,93.0
1789909137.4994144,5820,5.92,3,21,3,UP,hold,1,0.11181753,0.008784,,,,,UP,UP,1.0,50,93.0
1789909137.5618317,5822,4.44,3,21,3,UP,hold,1,0.11108686,-0.006534,,,,,UP,UP,1.0,50,93.0
1789909137.6702342,5824,10.79,3,21,3,UP,hold,1,0.11110695,0.000181,,,,,UP,UP,1.0,50,93.0
1789909137.732584,5826,8.29,3,21,3,UP,hold,1,0.10979082,-0.011846,,,,,UP,UP,1.0,50,93.0
1789909137.839399,5828,9.08,3,21,3,UP,hold,1,0.10965503,-0.001237,,,,,UP,UP,1.0,50,93.0
1789909137.9011393,5830,9.67,3,21,3,UP,hold,1,0.10990279,0.002259,,,,,UP,UP,1.0,50,93.0
1789909137.9958975,5832,1.97,3,21,3,UP,hold,1,0.11025618,0.003215,,,,,UP,UP,1.0,50,93.0
1789909138.0721982,5834,13.36,3,21,3,UP,hold,1,0.10961599,-0.005806,,,,,UP,UP,1.0,50,93.0
1789909138.1638582,5836,1.99,3,21,3,UP,hold,1,0.1095346,-0.000742,,,,,UP,UP,1.0,50,93.0
1789909138.2283812,5838,2.99,3,21,3,UP,hold,1,0.10933858,-0.00179,,,,,UP,UP,1.0,50,93.0
1789909138.305522,5840,1.0,3,21,3,UP,hold,1,0.11023434,0.008193,,,,,UP,UP,1.0,50,93.0
1789909138.398277,5842,6.98,3,21,3,UP,hold,1,0.10987205,-0.003287,,,,,UP,UP,1.0,50,93.0
1789909138.5063484,5844,14.35,3,21,3,UP,hold,1,0.10998901,0.001065,,,,,UP,UP,1.0,50,93.0
1789909138.5677667,5846,8.43,3,21,3,UP,hold,1,0.10974349,-0.002232,,,,,UP,UP,1.0,50,93.0
1789909138.66108,5848,2.04,3,21,3,UP,hold,1,0.11008244,0.003089,,,,,UP,UP,1.0,50,93.0
1789909138.7377527,5850,12.57,3,21,3,UP,hold,1,0.11034263,0.002364,,,,,UP,UP,1.0,50,93.0
1789909138.8294742,5852,3.79,3,21,3,UP,hold,1,0.1107498,0.00369,,,,,UP,UP,1.0,50,93.0
1789909138.9057097,5854,13.78,3,21,3,UP,hold,1,0.11104064,0.002626,,,,,UP,UP,1.0,50,93.0
1789909138.9985359,5856,5.12,3,21,3,UP,hold,1,0.11186535,0.007427,,,,,UP,UP,1.0,50,93.0
1789909139.0590634,5858,2.08,3,21,3,UP,hold,1,0.11238026,0.004603,,,,,UP,UP,1.0,50,93.0
1789909139.167266,5860,3.11,3,21,3,UP,hold,1,0.11209644,-0.002525,,,,,UP,UP,1.0,50,93.0
1789909139.2292843,5862,4.81,3,21,3,UP,hold,1,0.11273129,0.005663,,,,,UP,UP,1.0,50,93.0
1789909139.3064868,5864,3.97,3,21,3,UP,hold,1,0.11303281,0.002675,,,,,UP,UP,1.0,50,93.0
1789909139.4002354,5866,9.86,3,21,3,UP,hold,1,0.11306259,0.000263,,,,,UP,UP,1.0,50,93.0
1789909139.4942715,5868,3.79,3,21,3,UP,hold,1,0.11251575,-0.004837,,,,,UP,UP,1.0,50,93.0
1789909139.5721734,5870,13.95,3,21,3,UP,hold,1,0.11218749,-0.002917,,,,,UP,UP,1.0,50,93.0
1789909139.6656392,5872,6.88,3,21,3,UP,hold,1,0.11188214,-0.002722,,,,,UP,UP,1.0,50,93.0
1789909139.7267308,5874,1.99,3,21,3,UP,hold,1,0.11185219,-0.000268,,,,,UP,UP,1.0,50,93.0
1789909139.8345416,5876,9.06,3,21,3,UP,hold,1,0.11136995,-0.004311,,,,,UP,UP,1.0,50,93.0
1789909139.89597,5878,3.62,3,21,3,UP,hold,1,0.1113165,-0.00048,,,,,UP,UP,1.0,50,93.0
1789909140.0058486,5880,12.96,3,21,3,UP,hold,1,0.11150174,0.001664,,,,,UP,UP,1.0,50,93.0
1789909140.0677931,5882,8.09,3,21,3,UP,hold,1,0.1112998,-0.001811,,,,,UP,UP,1.0,50,93.0
1789909140.174075,5884,13.2,3,21,3,UP,hold,1,0.11149109,0.001719,,,,,UP,UP,1.0,50,93.0
1789909140.2360077,5886,10.26,3,21,3,UP,hold,1,0.11161212,0.001085,,,,,UP,UP,1.0,50,93.0
1789909140.313084,5888,12.16,3,21,3,UP,hold,1,0.11144894,-0.001462,,,,,UP,UP,1.0,50,93.0
1789909140.4075031,5890,14.1,3,21,3,UP,hold,1,0.11172705,0.002495,,,,,UP,UP,1.0,50,93.0
1789909140.4999158,5892,7.01,3,21,3,UP,hold,1,0.11211512,0.003473,,,,,UP,UP,1.0,50,93.0
1789909140.5613997,5894,4.76,3,21,3,UP,hold,1,0.11254821,0.003863,,,,,UP,UP,1.0,50,93.0
1789909140.6707392,5896,11.73,3,21,3,UP,hold,1,0.11272542,0.001574,,,,,UP,UP,1.0,50,93.0
1789909140.7319973,5898,4.99,3,21,3,UP,hold,1,0.11317406,0.00398,,,,,UP,UP,1.0,50,93.0
1789909140.841758,5900,15.01,3,21,3,UP,hold,1,0.11392244,0.006613,,,,,UP,UP,1.0,50,93.0
1789909140.903155,5902,10.0,3,21,3,UP,hold,1,0.11343148,-0.00431,,,,,UP,UP,1.0,50,93.0
1789909140.9958797,5904,3.99,3,21,3,UP,hold,1,0.11342054,-9.6e-05,,,,,UP,UP,1.0,50,92.0
1789909141.0736716,5906,12.96,3,21,3,UP,hold,1,0.11323776,-0.001611,,,,,UP,UP,1.0,50,92.0
1789909141.1654263,5908,4.99,3,21,3,UP,hold,1,0.11306318,-0.001542,,,,,UP,UP,1.0,50,92.0
1789909141.2272706,5910,1.01,3,21,3,UP,hold,1,0.11315153,0.000781,,,,,UP,UP,1.0,50,92.0
1789909141.3040886,5912,3.99,3,21,3,UP,hold,1,0.1129481,-0.001798,,,,,UP,UP,1.0,50,92.0
1789909141.39684,5914,2.99,3,21,3,UP,hold,1,0.11297597,0.000247,,,,,UP,UP,1.0,50,92.0
1789909141.506055,5916,14.99,3,21,3,UP,hold,1,0.11321506,0.002116,,,,,UP,UP,1.0,50,92.0
1789909141.56789,5918,10.01,3,21,3,UP,hold,1,0.11356392,0.003081,,,,,UP,UP,1.0,50,92.0
1789909141.660641,5920,1.0,3,21,3,UP,hold,1,0.11339057,-0.001526,,,,,UP,UP,1.0,50,92.0
1789909141.7379322,5922,14.49,3,21,3,UP,hold,1,0.11344551,0.000485,,,,,UP,UP,1.0,50,92.0
1789909141.8306544,5924,5.89,3,21,3,UP,hold,1,0.11315292,-0.002579,,,,,UP,UP,1.0,50,92.0
1789909141.8925622,5926,1.0,3,21,3,UP,hold,1,0.1132405,0.000774,,,,,UP,UP,1.0,50,92.0
1789909141.9694614,5928,12.64,3,21,3,UP,hold,1,0.1133084,0.0006,,,,,UP,UP,1.0,50,92.0
1789909142.0627089,5930,3.26,3,21,3,UP,hold,1,0.11348721,0.001578,,,,,UP,UP,1.0,50,92.0
1789909142.1411264,5932,14.14,3,21,3,UP,hold,1,0.11393182,0.003918,,,,,UP,UP,1.0,50,92.0
1789909142.2324553,5934,7.07,3,21,3,UP,hold,1,0.1142467,0.002764,,,,,UP,UP,1.0,50,92.0
1789909142.278097,5936,9.22,3,21,3,UP,hold,1,0.11399077,-0.00224,,,,,UP,UP,1.0,50,92.0
1789909147.3959095,6058,4.11,3,22,5,FORWARD,hold,1,0.06511808,0.00272,,,,,UP,UP,0.7944,24,92.0
1789909147.4584363,6060,0.98,3,22,5,FORWARD,hold,1,0.06527407,0.002396,,,,,UP,UP,0.7941,25,92.0
1789909147.567314,6062,11.12,3,22,5,FORWARD,hold,1,0.06525808,-0.000245,,,,,UP,UP,0.7937,26,92.0
1789909147.6290908,6064,5.17,3,22,5,FORWARD,hold,1,0.0653295,0.001094,,,,,UP,UP,0.7932,27,92.0
1789909147.739091,6066,14.33,3,22,5,FORWARD,hold,1,0.06517344,-0.002389,,,,,UP,UP,0.7924,28,92.0
1789909147.7988055,6068,8.91,3,22,5,FORWARD,hold,1,0.06521151,0.000584,,,,,UP,UP,0.7934,29,92.0
1789909147.8913572,6070,1.0,3,22,5,FORWARD,hold,1,0.06529076,0.001215,,,,,UP,UP,0.7938,30,92.0
1789909147.9679332,6072,10.81,3,22,5,FORWARD,hold,1,0.0652979,0.000109,,,,,UP,UP,0.7932,31,92.0
1789909148.0753288,6074,15.13,3,22,5,FORWARD,hold,1,0.06541041,0.001723,,,,,UP,UP,0.7929,32,92.0
1789909148.1365325,6076,11.07,3,22,5,FORWARD,hold,1,0.06559162,0.00277,,,,,UP,UP,0.7931,33,92.0
1789909148.229699,6078,3.04,3,22,5,FORWARD,hold,1,0.06593919,0.005299,,,,,UP,UP,0.7941,34,92.0
1789909148.2760406,6080,8.39,3,22,5,FORWARD,hold,1,0.0662845,0.005237,,,,,UP,UP,0.7947,35,92.0
1789909148.4007232,6082,9.04,3,22,5,FORWARD,hold,1,0.06649462,0.00317,,,,,UP,UP,0.7945,36,92.0
1789909148.4611626,6084,2.08,3,22,5,FORWARD,hold,1,0.06672188,0.003418,,,,,UP,UP,0.7948,37,92.0
1789909148.5716398,6086,10.3,3,22,5,FORWARD,hold,1,0.06679907,0.001157,,,,,UP,UP,0.7953,38,92.0
1789909148.6325808,6088,4.72,3,22,5,FORWARD,hold,1,0.06718664,0.005802,,,,,UP,UP,0.7964,39,92.0
1789909148.7422624,6090,15.35,3,22,5,FORWARD,hold,1,0.06936012,0.03235,,,,,UP,UP,0.8024,40,92.0
1789909148.8034625,6092,8.51,3,22,5,FORWARD,hold,1,0.07315709,0.054743,,,,,UP,UP,0.8124,41,92.0
1789909148.896986,6094,3.92,3,22,5,FORWARD,hold,1,0.08031269,0.097811,,,,,UP,UP,0.8313,42,92.0
1789909148.974704,6096,13.18,3,22,5,FORWARD,hold,1,0.09002382,0.120917,,,,,UP,UP,0.8536,43,92.0
1789909149.068181,6098,9.08,3,22,5,FORWARD,hold,1,0.10818389,0.201725,,,,,UP-FORWARD,UP,0.8949,1,92.0
1789909149.130226,6100,2.77,3,22,5,FORWARD,hold,1,0.13852571,0.280465,,,,,UP-FORWARD,UP-FORWARD,0.9616,2,92.0
1789909149.238472,6102,10.67,3,22,5,FORWARD,hold,1,0.20692805,0.493788,,,,,UP-FORWARD,UP-FORWARD,1.0,3,92.0
1789909149.2845685,6104,14.39,3,22,5,FORWARD,hold,1,0.31182911,0.506945,,,,,UP-FORWARD,UP-FORWARD,1.0,4,92.0
1789909149.3936696,6106,1.0,3,22,5,FORWARD,hold,1,0.46805588,0.501001,,,,,UP-FORWARD,UP-FORWARD,1.0,5,92.0
1789909149.4710078,6108,9.5,3,22,5,FORWARD,hold,1,0.5843725,0.24851,,,,,UP-FORWARD,UP-FORWARD,1.0,6,92.0
1789909149.563355,6110,3.04,3,22,5,FORWARD,hold,1,0.70627836,0.20861,,,,,UP-FORWARD,UP-FORWARD,1.0,7,92.0
1789909149.6417332,6112,14.08,3,22,5,FORWARD,hold,1,0.80390537,0.138227,,,,,UP,UP,1.0,1,92.0
1789909149.7342618,6114,8.2,3,22,5,FORWARD,hold,1,0.86837208,0.080192,,,,,UP,UP,1.0,2,92.0
1789909149.8117032,6116,14.12,3,22,5,FORWARD,hold,1,0.91480521,0.053471,,,,,UP,UP,1.0,3,92.0
1789909149.903876,6118,10.33,3,22,5,FORWARD,hold,1,0.94400433,0.031918,,,,,UP,UP,1.0,4,92.0
1789909149.9648232,6120,3.11,3,22,5,FORWARD,hold,1,0.95701749,0.013785,,,,,UP,UP,1.0,5,92.0
1789909150.0747774,6122,14.78,3,22,5,FORWARD,hold,1,0.94531903,-0.012224,,,,,UP,UP,1.0,6,92.0
1789909150.1360862,6124,9.58,3,22,5,FORWARD,hold,1,0.90113752,-0.046737,,,,,UP,UP,1.0,7,92.0
1789909150.2453694,6126,15.06,3,22,5,FORWARD,hold,1,0.79085413,-0.122382,,,,,UP,UP,1.0,8,92.0
1789909150.2753372,6128,6.04,3,22,5,FORWARD,hold,1,0.6525143,-0.174925,,,,,UP,UP,1.0,9,92.0
1789909150.3989635,6130,6.79,3,22,5,FORWARD,hold,1,0.48548267,-0.255982,,,,,UP-BACK,UP,1.0,1,92.0
1789909150.4745245,6132,13.24,3,22,5,FORWARD,hold,1,0.34561108,-0.288108,,,,,UP-BACK,UP-BACK,1.0,2,92.0
1789909150.5681233,6134,6.99,3,22,5,FORWARD,hold,1,0.2174229,-0.370903,,,,,UP-BACK,UP-BACK,0.8509,3,92.0
1789909150.6297486,6136,3.08,3,22,5,FORWARD,hold,1,0.13781075,-0.366163,,,,,BACK,CENTER,0.6737,1,92.0
1789909150.7380419,6138,7.33,3,22,5,FORWARD,hold,1,0.09548129,-0.307156,,,,,BACK,BACK,0.5345,2,92.0
1789909150.7999034,6140,6.72,3,22,5,FORWARD,hold,1,0.06914908,-0.275784,,,,,BACK,BACK,0.5497,3,92.0
1789909150.9070776,6142,13.98,3,22,5,FORWARD,hold,1,0.05491515,-0.205844,,,,,BACK,BACK,0.5547,4,92.0
1789909150.9685829,6144,8.94,3,22,5,FORWARD,hold,1,0.04529935,-0.175103,,,,,CENTER,CENTER,0.5,1,92.0
1789909151.0762484,6146,13.53,3,22,5,FORWARD,hold,1,0.03799829,-0.161174,,,,,CENTER,CENTER,0.5,2,92.0
1789909151.1390839,6148,11.77,3,22,5,FORWARD,hold,1,0.0328523,-0.135427,,,,,CENTER,CENTER,0.5,3,92.0
1789909151.2317724,6150,3.02,3,22,5,FORWARD,hold,1,0.02928724,-0.108518,,,,,CENTER,CENTER,0.5,4,92.0
