t;bat;h;tof;yaw;vgx;vgy;vgz
1770207096.8046904;49.0;150.0;164.0;-70.0;2.0;-5.0;0.0
1770207097.8083355;48.0;150.0;162.0;-69.0;1.0;-3.0;0.0
1770207098.8153162;48.0;160.0;173.0;-64.0;0.0;-1.0;1.0
1770207099.8168292;47.0;170.0;186.0;-63.0;0.0;0.0;0.0
1770207100.8186355;47.0;170.0;188.0;-63.0;0.0;0.0;0.0
1770207101.8339958;47.0;170.0;188.0;-63.0;0.0;0.0;0.0
1770207102.845679;46.0;170.0;186.0;-60.0;0.0;0.0;0.0
1770207103.8482237;46.0;170.0;181.0;-35.0;0.0;0.0;0.0
1770207104.8525553;46.0;160.0;177.0;-23.0;0.0;0.0;0.0
1770207105.8573225;45.0;160.0;175.0;-7.0;0.0;0.0;0.0
1770207106.871326;45.0;160.0;174.0;17.0;0.0;0.0;0.0
1770207107.8719444;45.0;160.0;173.0;33.0;0.0;0.0;0.0
1770207108.8866713;45.0;160.0;174.0;40.0;0.0;0.0;0.0
1770207109.8878136;44.0;160.0;173.0;16.0;-1.0;0.0;0.0
1770207110.8918853;44.0;160.0;175.0;-13.0;-1.0;0.0;0.0
1770207111.892697;43.0;160.0;177.0;-17.0;0.0;0.0;0.0
1770207112.8929346;43.0;160.0;175.0;-19.0;-1.0;0.0;0.0
1770207113.9066107;43.0;160.0;172.0;-31.0;0.0;0.0;0.0
1770207114.90894;43.0;160.0;173.0;-37.0;0.0;0.0;0.0
1770207115.913345;42.0;160.0;174.0;-35.0;0.0;0.0;0.0
1770207116.9156709;42.0;160.0;174.0;-11.0;0.0;0.0;0.0
1770207117.919632;42.0;160.0;171.0;0.0;0.0;0.0;0.0
1770207118.9297023;42.0;160.0;169.0;15.0;0.0;0.0;0.0
1770207119.9305408;42.0;160.0;169.0;22.0;0.0;0.0;0.0
1770207120.9321203;41.0;160.0;171.0;25.0;0.0;0.0;0.0
1770207121.933663;41.0;160.0;170.0;18.0;0.0;0.0;0.0
1770207122.936191;41.0;160.0;172.0;5.0;0.0;0.0;0.0
1770207123.943017;40.0;160.0;175.0;-20.0;0.0;0.0;0.0
1770207124.9470665;40.0;160.0;170.0;-20.0;1.0;0.0;0.0
1770207125.9539473;40.0;150.0;167.0;-10.0;5.0;-1.0;0.0
1770207126.9571612;40.0;150.0;165.0;-4.0;6.0;-1.0;0.0
1770207127.9574988;39.0;150.0;168.0;-8.0;2.0;0.0;0.0
1770207128.9587524;39.0;160.0;177.0;-23.0;0.0;0.0;0.0
1770207129.9635403;39.0;160.0;174.0;-48.0;0.0;0.0;0.0
1770207130.9635408;38.0;160.0;162.0;-69.0;0.0;0.0;0.0
1770207131.9699183;38.0;160.0;162.0;-73.0;0.0;0.0;0.0
1770207132.9710827;38.0;160.0;165.0;-73.0;0.0;0.0;0.0
1770207133.9855647;38.0;160.0;167.0;-88.0;0.0;0.0;0.0
1770207135.000012;38.0;150.0;164.0;-100.0;0.0;0.0;0.0
1770207136.0031903;37.0;150.0;162.0;-116.0;0.0;0.0;0.0
1770207137.0181124;37.0;140.0;152.0;-124.0;0.0;0.0;-1.0
1770207138.0326574;37.0;130.0;139.0;-125.0;0.0;0.0;0.0
1770207139.0458891;37.0;110.0;123.0;-123.0;0.0;0.0;-1.0
1770207140.0607564;37.0;100.0;107.0;-120.0;0.0;0.0;-1.0
1770207141.0753396;36.0;80.0;85.0;-119.0;0.0;0.0;-1.0
1770207142.0770683;36.0;70.0;76.0;-119.0;0.0;0.0;0.0
1770207143.079703;36.0;70.0;80.0;-120.0;0.0;0.0;0.0
1770207144.0802724;36.0;70.0;84.0;-137.0;0.0;0.0;0.0
1770207145.0864227;36.0;70.0;86.0;-156.0;0.0;0.0;0.0
1770207146.090442;35.0;70.0;90.0;-166.0;0.0;0.0;0.0
1770207147.0953398;35.0;80.0;97.0;-171.0;0.0;0.0;0.0
1770207148.0961845;34.0;80.0;96.0;-177.0;0.0;0.0;0.0
1770207149.100242;34.0;90.0;101.0;174.0;0.0;0.0;0.0
1770207150.1161957;34.0;90.0;109.0;171.0;0.0;0.0;0.0
1770207151.1312315;34.0;80.0;90.0;171.0;0.0;0.0;-1.0
1770207152.1444244;34.0;70.0;79.0;171.0;0.0;1.0;0.0
1770207153.14498;34.0;80.0;100.0;171.0;2.0;0.0;0.0
1770207154.1635191;34.0;90.0;107.0;171.0;1.0;0.0;1.0
1770207155.1662447;33.0;90.0;110.0;171.0;-2.0;0.0;0.0
1770207156.1819446;33.0;90.0;109.0;171.0;-2.0;1.0;0.0
1770207157.1978192;33.0;90.0;102.0;171.0;-2.0;0.0;-1.0
1770207158.1989264;33.0;80.0;93.0;171.0;0.0;0.0;0.0
1770207159.226057;33.0;70.0;83.0;171.0;0.0;0.0;0.0
1770207160.2528121;33.0;80.0;92.0;171.0;1.0;0.0;1.0
1770207161.2673416;33.0;90.0;99.0;171.0;0.0;0.0;1.0
1770207162.2958748;32.0;110.0;122.0;171.0;0.0;0.0;1.0
1770207163.3137062;32.0;130.0;147.0;171.0;0.0;0.0;1.0
1770207164.3251207;32.0;150.0;158.0;171.0;-1.0;0.0;0.0
1770207165.3563676;31.0;150.0;173.0;171.0;-4.0;0.0;0.0
1770207166.372738;31.0;150.0;166.0;171.0;0.0;0.0;0.0
1770207167.3878653;31.0;150.0;159.0;171.0;3.0;0.0;0.0
1770207168.4162834;31.0;150.0;154.0;171.0;2.0;1.0;0.0
1770207169.4320636;30.0;140.0;150.0;171.0;-2.0;1.0;0.0
1770207170.445533;30.0;150.0;156.0;171.0;-3.0;1.0;0.0
1770207171.4617298;30.0;150.0;149.0;171.0;0.0;3.0;0.0
1770207172.4649847;30.0;140.0;151.0;171.0;0.0;4.0;0.0
1770207173.4788656;29.0;150.0;152.0;171.0;0.0;-1.0;0.0
1770207174.4958503;29.0;150.0;152.0;171.0;0.0;-4.0;0.0
1770207175.4959824;29.0;140.0;154.0;171.0;0.0;-4.0;0.0
1770207176.52533;28.0;150.0;157.0;171.0;0.0;-4.0;0.0
1770207177.525803;28.0;150.0;155.0;171.0;1.0;0.0;0.0
1770207178.5564115;28.0;130.0;139.0;171.0;0.0;0.0;-1.0
1770207179.5589173;28.0;120.0;123.0;171.0;0.0;0.0;-1.0
1770207180.5600872;28.0;100.0;106.0;171.0;0.0;0.0;0.0
1770207181.5756154;27.0;100.0;110.0;171.0;0.0;0.0;1.0
1770207182.6042154;27.0;120.0;128.0;171.0;0.0;0.0;1.0
1770207183.608359;27.0;140.0;148.0;171.0;0.0;0.0;0.0
1770207184.6259844;27.0;140.0;149.0;171.0;-2.0;0.0;0.0
1770207185.6537519;26.0;150.0;160.0;171.0;0.0;0.0;1.0
1770207186.654531;26.0;170.0;174.0;171.0;0.0;0.0;0.0
1770207187.6551585;26.0;170.0;179.0;172.0;4.0;0.0;0.0
1770207188.6733062;26.0;170.0;177.0;171.0;5.0;0.0;0.0
1770207189.685008;25.0;170.0;161.0;171.0;0.0;0.0;0.0
1770207190.6859608;25.0;160.0;175.0;171.0;-1.0;0.0;-1.0
1770207191.7165465;25.0;140.0;149.0;171.0;0.0;0.0;-1.0
1770207192.7281156;25.0;140.0;134.0;171.0;3.0;0.0;0.0
1770207193.7395384;24.0;140.0;144.0;171.0;4.0;0.0;0.0
1770207194.757802;24.0;140.0;145.0;171.0;3.0;0.0;0.0
1770207195.7582946;24.0;140.0;147.0;171.0;0.0;0.0;0.0
1770207196.7726924;23.0;140.0;29.0;171.0;0.0;0.0;0.0
1770207199.8573055;23.0;0.0;10.0;84.0;0.0;0.0;0.0
1770207200.872423;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207201.8932986;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207202.8945355;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207203.9118345;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207204.9303615;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207205.9463007;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207206.9470482;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207207.9564524;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207208.976358;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207210.0097396;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207211.0257764;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207212.028443;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207213.0464325;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207214.0646849;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207215.0828197;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207216.1052518;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207217.1089985;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207218.1238182;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207219.1476202;23.0;0.0;10.0;88.0;0.0;0.0;0.0
1770207220.16309;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207221.185087;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207222.2048302;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207223.2207062;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207224.2260058;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207225.244874;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207226.2621698;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207227.281677;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207228.3010774;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207229.3199399;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207230.3494806;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207231.3701804;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207232.3742201;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207233.3960254;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207234.4180393;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207235.437638;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207236.4565225;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207237.4737139;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207238.4888527;23.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207239.5107007;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207240.5248451;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207241.5465777;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207242.5658891;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207243.5881176;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207244.6085804;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207245.6263213;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207246.6411564;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207247.6425447;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207248.6570668;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207249.673701;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207250.6897988;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207251.711632;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207252.732762;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207253.7538934;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207254.7734208;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207255.791442;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207256.8115182;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207257.8337498;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207258.8563488;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207259.8772447;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207260.8952472;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207261.9127913;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207262.9287438;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207263.9460373;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207264.9639082;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207265.9866557;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207267.0057316;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207268.0244558;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207269.046069;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207270.0687537;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207271.0955815;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207272.1116745;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207273.1330206;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207274.1471636;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207275.163784;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207276.1849341;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207277.2027316;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207278.2206504;22.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207279.2417698;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207280.2588534;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207281.2827194;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207282.3060107;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207283.326543;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207284.344515;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207285.366251;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207286.3897796;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207287.4095504;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207288.4299011;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207289.450396;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207290.4655612;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207291.4890692;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207292.5072918;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207293.530902;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207294.5505316;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207295.5682797;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207296.5857995;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207297.6104631;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207298.6316934;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207299.6549585;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207300.6743865;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207301.6916974;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207302.7145202;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207303.7337375;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207304.7528627;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207305.7743855;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207306.7897894;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207307.7955117;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207308.8175313;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207309.8387556;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207310.8601024;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207311.880416;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207312.897045;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207313.9176462;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207314.937609;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207315.9579494;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207316.9739945;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207317.989271;21.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207319.0116603;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207320.0303626;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207321.0493624;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207322.0724022;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207323.0918868;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207324.1094766;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207325.1268427;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207326.144587;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207327.1528502;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207328.1711886;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207329.187701;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207330.205724;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207331.2267437;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207332.248994;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207333.2694125;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207334.2928882;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207335.3119283;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207336.3327677;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207337.3510716;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207338.3726163;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207339.3900633;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207340.4128494;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207341.4352827;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207342.452775;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207343.4759023;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207344.4983711;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207345.5259907;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207346.5454564;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207347.564415;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207348.5864499;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207349.608616;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207350.6306944;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207351.6503284;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207352.6669624;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207353.688812;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207354.7110856;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207355.7167919;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207356.7347379;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207357.7572908;20.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207358.775613;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207359.7975664;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207360.8027794;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207361.821525;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207362.8404312;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207363.8639846;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207364.8837626;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207365.9010131;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207366.9180002;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207367.935789;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207368.9495447;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207369.969006;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207370.9868183;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207372.0097375;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207373.0287786;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207374.0452974;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207375.0672178;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207376.0837889;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207377.1067855;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207378.1289594;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207379.1517735;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207380.1729014;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207381.1920545;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207382.2093418;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207383.2309787;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207384.2525716;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207385.2708082;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207386.291028;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207387.3093252;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207388.3148475;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207389.337168;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207390.361039;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207391.3797774;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207392.3990958;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207393.418266;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207394.4377763;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207395.4563763;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207396.476938;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207397.4954097;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207398.5200763;19.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207399.5367403;18.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207400.5580497;18.0;0.0;10.0;89.0;0.0;0.0;0.0
1770207401.5779612;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207402.6012452;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207403.6180222;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207404.6344063;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207405.6543076;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207406.6787732;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207407.6956806;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207408.7167013;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207409.739701;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207410.7567828;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207411.778205;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207412.7986636;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207413.8238084;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207414.830408;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207415.8494306;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207416.8732064;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207417.8738775;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207418.876446;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207419.8847506;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207420.9189868;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207421.961201;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207422.9705296;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207423.9869523;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207424.9957113;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207426.0073912;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207427.0098746;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207428.0290065;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207429.0468411;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207430.068799;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207431.0915346;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207432.095282;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207433.1130817;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207434.1343524;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207435.1523037;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207436.170054;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207437.172379;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207438.1906576;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207439.2049487;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207440.2062683;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207441.2215035;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207442.2493007;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207443.264587;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207444.285857;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207445.3029008;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207446.3191843;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207447.3364651;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207448.3547463;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207449.3690777;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207450.3843644;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207451.4016128;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207452.4308934;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207453.4461796;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207454.4677782;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207455.4969943;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207456.5132115;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207457.530492;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207458.5530436;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207459.5671604;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207460.5854356;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207461.6126873;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207462.632966;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207463.6502461;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207464.6653438;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207465.685583;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207466.6869388;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207467.700231;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207468.7184832;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207469.7355516;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207470.751835;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207471.769225;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207472.7888732;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207473.8201518;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207474.8384016;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207475.8386955;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207476.857005;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207477.877276;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207478.8932862;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207479.9125638;18.0;0.0;10.0;93.0;0.0;0.0;0.0
1770207480.9422462;18.0;0.0;10.0;93.0;0.0;0.0;0.0
