t,seq,frame_age_ms,distance_m,face_raw,crop_ok,face_bbox_w,face_bbox_h,faceid_score,face_auth,embed_ms,battery,segment
1789899393.5943685,6662,15.96,1.75,1,1,132,132,0.194,0,14.01,92.0,5
1789899393.6696823,6663,3.99,1.75,1,1,132,132,0.1519,0,10.97,92.0,5
1789899393.701594,6664,4.99,1.75,1,1,132,132,0.1335,0,11.683,92.0,5
1789899393.7315497,6665,2.03,1.75,1,0,132,132,,,,92.0,5
1789899393.7773902,6666,10.97,1.75,1,0,132,132,,,,92.0,5
1789899393.8393555,6667,8.58,1.75,1,0,132,132,,,,92.0,5
1789899393.8708305,6668,2.99,1.75,1,1,131,131,0.4886,0,9.589,92.0,5
1789899393.900717,6669,2.99,1.75,1,1,131,131,0.4969,0,13.07,92.0,5
1789899393.946594,6670,13.96,1.75,1,1,131,131,0.4677,0,9.673,92.0,5
1789899394.0074315,6671,8.98,1.75,1,1,131,131,0.3573,0,12.086,92.0,5
1789899394.0398567,6672,4.99,1.75,1,1,131,131,0.2757,0,11.101,92.0,5
1789899394.0707707,6673,1.0,1.75,1,1,131,131,0.2067,0,13.107,92.0,5
1789899394.1021953,6674,2.99,1.75,1,1,131,131,0.1364,0,12.366,92.0,5
1789899394.17799,6675,13.96,1.75,1,1,131,131,0.1145,0,12.97,92.0,5
1789899394.2094135,6676,6.98,1.75,1,1,131,131,0.1163,0,12.493,92.0,5
1789899394.2418385,6677,9.97,1.75,1,0,131,131,,,,92.0,5
1789899394.2721643,6678,8.98,1.75,1,0,131,131,,,,92.0,5
1789899394.3336112,6679,1.05,1.75,1,0,131,131,,,,92.0,5
1789899394.3796723,6680,13.29,1.75,1,1,132,132,0.6086,1,9.104,92.0,5
1789899394.4066029,6681,5.98,1.75,1,1,132,132,0.6257,1,10.436,92.0,5
1789899394.4430501,6682,10.0,1.75,1,1,132,132,0.6458,1,10.625,92.0,5
1789899394.5044382,6683,7.01,1.75,1,1,132,132,0.6779,1,11.321,92.0,5
1789899394.53532,6684,3.99,1.75,1,1,132,132,0.6904,1,11.865,92.0,5
1789899394.5812323,6686,4.02,1.75,1,1,132,132,0.7391,1,11.099,92.0,5
1789899394.6436453,6687,11.0,1.75,1,1,132,132,0.7639,1,10.834,92.0,5
1789899394.7054453,6688,6.98,1.75,1,1,132,132,0.7693,1,11.11,92.0,5
1789899394.751321,6689,12.96,1.75,1,0,132,132,,,,92.0,5
1789899394.7832372,6690,14.96,1.75,1,0,132,132,,,,92.0,5
1789899394.814968,6691,16.05,1.75,1,0,132,132,,,,92.0,5
1789899394.8764443,6692,14.09,1.75,1,1,130,130,0.467,1,8.973,92.0,5
1789899394.9064033,6693,3.03,1.75,1,1,130,130,0.4487,1,11.692,92.0,5
1789899394.9373198,6694,5.99,1.75,1,1,130,130,0.4361,1,11.445,92.0,5
1789899394.9692028,6695,6.95,1.75,1,1,130,130,0.3821,0,11.352,92.0,5
1789899395.0446055,6696,10.01,1.75,1,1,130,130,0.3335,0,11.467,92.0,5
1789899395.0760999,6697,10.01,1.75,1,1,130,130,0.3156,0,11.703,92.0,5
1789899395.107983,6698,6.98,1.75,1,1,130,130,0.2991,0,13.632,92.0,5
1789899395.1379344,6699,5.02,1.75,1,1,130,130,0.3027,0,12.212,92.0,5
1789899395.1997364,6700,1.0,1.75,1,1,130,130,0.3195,0,12.378,92.0,5
1789899395.2456448,6701,12.0,1.75,1,0,130,130,,,,92.0,5
1789899395.2765293,6702,7.98,1.75,1,0,130,130,,,,92.0,5
1789899395.3072994,6703,8.24,1.75,1,0,130,130,,,,92.0,5
1789899395.3694808,6704,4.1,1.75,1,1,129,129,0.4964,0,9.474,92.0,5
1789899395.4001157,6705,2.03,1.75,1,1,129,129,0.5105,0,10.851,92.0,5
1789899395.4469924,6706,12.97,1.75,1,1,129,129,0.5192,0,12.556,92.0,5
1789899395.4708898,6707,3.99,1.75,1,1,129,129,0.5191,0,13.132,92.0,5
1789899395.5387175,6708,5.0,1.75,1,1,129,129,0.4951,0,9.628,92.0,5
1789899395.571621,6709,5.98,1.75,1,1,129,129,0.4752,0,13.128,92.0,5
1789899395.5935614,6710,14.96,1.75,1,1,129,129,0.465,0,12.375,92.0,5
1789899395.6329665,6711,0.51,1.75,1,1,129,129,0.4399,0,11.875,92.0,5
1789899395.7092783,6712,12.96,1.75,1,1,129,129,0.3375,0,10.883,92.0,5
1789899395.7401972,6713,7.98,1.75,1,0,129,129,,,,92.0,5
1789899395.770116,6714,3.99,1.75,1,0,129,129,,,,92.0,5
1789899395.8020577,6715,2.05,1.75,1,0,129,129,,,,92.0,5
1789899395.8780231,6716,11.75,1.75,1,1,146,146,0.3791,0,9.486,92.0,5
1789899395.9039564,6717,5.98,1.75,1,1,146,146,0.3321,0,12.04,92.0,5
1789899395.9408603,6718,5.99,1.75,1,1,146,146,0.3177,0,9.68,92.0,5
1789899395.9707775,6719,1.99,1.75,1,1,146,146,0.2746,0,9.772,92.0,5
1789899396.0326123,6720,1.0,1.75,1,1,146,146,0.2172,0,10.749,92.0,5
1789899396.0797532,6721,12.22,1.75,1,1,146,146,0.1905,0,12.241,92.0,5
1789899396.1019557,6722,3.99,1.75,1,1,146,146,0.1624,0,13.472,92.0,5
1789899396.1408513,6723,8.98,1.75,1,1,146,146,0.1443,0,11.571,92.0,5
1789899396.2041888,6724,6.98,1.75,1,1,146,146,0.1436,0,11.805,92.0,5
1789899396.2500663,6725,12.96,1.75,1,0,146,146,,,,92.0,5
1789899396.2809832,6726,14.96,1.75,1,0,146,146,,,,92.0,5
1789899396.3111758,6727,11.0,1.75,1,0,146,146,,,,92.0,5
1789899396.3732357,6728,5.05,1.75,1,1,133,133,0.3615,0,11.38,92.0,5
1789899396.4051118,6729,2.99,1.75,1,1,133,133,0.36,0,14.175,92.0,5
1789899396.4350286,6730,1.0,1.75,1,1,133,133,0.3574,0,13.04,92.0,5
1789899396.4824545,6731,15.0,1.75,1,1,133,133,0.3244,0,10.878,92.0,5
1789899396.5442548,6732,10.97,1.75,1,1,133,133,0.2692,0,13.95,92.0,5
1789899396.570186,6733,3.99,1.75,1,1,133,133,0.2217,0,15.488,92.0,5
1789899396.5971115,6734,17.95,1.75,1,1,133,133,0.1939,0,13.913,92.0,5
1789899396.6360078,6735,3.99,1.75,1,1,133,133,0.1811,0,11.106,92.0,5
1789899396.6993518,6736,2.0,1.75,1,1,133,133,0.1788,0,13.054,92.0,5
1789899396.745228,6737,10.97,1.75,1,0,133,133,,,,92.0,5
1789899396.7771416,6738,10.97,1.75,1,0,133,133,,,,92.0,5
1789899396.807095,6739,8.01,1.75,1,0,133,133,,,,92.0,5
1789899396.8706875,6740,4.87,1.75,1,1,139,139,0.3373,0,11.002,92.0,5
1789899396.9015708,6741,1.0,1.75,1,1,139,139,0.3434,0,12.612,92.0,5
1789899396.94645,6742,12.96,1.75,1,1,139,139,0.3066,0,11.351,92.0,5
1789899396.9673948,6743,1.0,1.75,1,1,139,139,0.2894,0,12.011,92.0,5
1789899397.0397067,6744,9.48,1.75,1,1,139,139,0.2673,0,11.909,92.0,5
1789899397.0721312,6745,7.98,1.75,1,1,139,139,0.2719,0,11.939,92.0,5
1789899397.1030455,6746,1.99,1.75,1,1,139,139,0.2357,0,12.596,92.0,5
1789899397.1329653,6747,1.99,1.75,1,1,139,139,0.2807,0,12.216,92.0,5
1789899397.2097595,6748,11.97,1.75,1,1,139,139,0.3426,0,11.716,92.0,5
1789899397.2401872,6749,8.49,1.75,1,0,139,139,,,,92.0,5
1789899397.2716088,6750,4.99,1.75,1,0,139,139,,,,92.0,5
1789899397.3191855,6751,12.27,1.75,1,0,139,139,,,,92.0,5
1789899397.3797615,6752,13.89,1.75,1,1,137,137,0.3559,0,8.931,92.0,5
1789899397.4056978,6753,2.99,1.75,1,1,137,137,0.4202,0,11.917,92.0,5
1789899397.441107,6754,8.48,1.75,1,1,137,137,0.4417,0,13.724,92.0,5
1789899397.4735308,6755,8.98,1.75,1,1,137,137,0.4761,0,12.041,92.0,5
1789899397.5503259,6756,13.96,1.75,1,1,137,137,0.6035,1,11.599,92.0,5
1789899397.5712724,6757,4.99,1.75,1,1,137,137,0.6251,1,13.084,92.0,5
1789899397.593213,6758,14.96,1.75,1,1,137,137,0.6354,1,12.848,92.0,5
1789899397.6415884,6759,7.49,1.75,1,1,137,137,0.6486,1,11.214,92.0,5
1789899397.704422,6760,6.98,1.75,1,1,137,137,0.6521,1,10.386,92.0,5
1789899397.7353399,6761,3.99,1.75,1,0,137,137,,,,92.0,5
1789899397.7662578,6762,1.99,1.75,1,0,137,137,,,,92.0,5
1789899397.8134346,6763,13.99,1.75,1,0,137,137,,,,92.0,5
1789899397.8749123,6764,10.74,1.75,1,1,128,128,0.3772,1,9.169,92.0,5
1789899397.905833,6765,4.99,1.75,1,1,128,128,0.4257,1,13.31,92.0,5
1789899397.9357522,6766,2.99,1.75,1,1,128,128,0.4905,1,13.272,92.0,5
1789899397.9826272,6767,14.94,1.75,1,1,128,128,0.5404,1,11.352,92.0,5
1789899398.0440285,6768,11.53,1.75,1,1,128,128,0.6285,1,11.408,92.0,5
1789899398.0769475,6769,10.97,1.75,1,1,128,128,0.6656,1,12.431,92.0,5
1789899398.1058996,6770,5.99,1.75,1,1,128,128,0.6985,1,12.479,92.0,5
1789899398.1358197,6771,5.02,1.75,1,1,128,128,0.7133,1,12.436,92.0,5
1789899398.1976218,6772,1.0,1.75,1,1,128,128,0.7094,1,12.259,92.0,5
1789899398.2435317,6773,10.01,1.75,1,0,128,128,,,,92.0,5
1789899398.274025,6774,7.02,1.75,1,0,128,128,,,,92.0,5
1789899398.3060055,6775,2.02,1.75,1,0,128,128,,,,92.0,5
1789899398.3679895,6776,3.03,1.75,1,1,133,133,0.5372,1,9.269,92.0,5
1789899398.4138296,6777,11.97,1.75,1,1,133,133,0.4974,1,10.208,92.0,5
1789899398.4347737,6778,1.99,1.75,1,1,133,133,0.4865,1,11.779,92.0,5
1789899398.4746678,6779,9.97,1.75,1,1,133,133,0.4496,1,10.512,92.0,5
1789899398.5365026,6780,5.98,1.75,1,1,133,133,0.3845,1,13.137,92.0,5
1789899398.5674188,6781,1.0,1.75,1,1,133,133,0.3542,0,13.358,92.0,5
1789899398.5913904,6782,12.0,1.75,1,1,133,133,0.3282,0,12.036,92.0,5
1789899398.644213,6783,11.97,1.75,1,1,133,133,0.301,0,11.714,92.0,5
1789899398.7060642,6784,7.98,1.75,1,1,133,133,0.2497,0,12.409,92.0,5
1789899398.7369826,6785,6.95,1.75,1,0,133,133,,,,92.0,5
1789899398.7679343,6786,2.03,1.75,1,0,133,133,,,,92.0,5
1789899398.7982502,6787,1.0,1.75,1,0,133,133,,,,92.0,5
1789899398.8760192,6788,10.15,1.75,1,1,145,145,0.0665,0,9.175,92.0,5
1789899398.9010208,6789,1.0,1.75,1,1,145,145,0.0642,0,9.912,92.0,5
1789899398.936956,6790,5.02,1.75,1,1,145,145,0.027,0,9.18,92.0,5
1789899398.9818344,6791,12.97,1.75,1,1,145,145,-0.009,0,11.14,92.0,5
1789899399.0436363,6792,12.95,1.75,1,1,145,145,0.0168,0,10.218,92.0,5
1789899399.0746853,6793,8.59,1.75,1,1,145,145,0.0545,0,12.8,92.0,5
1789899399.1055682,6794,5.98,1.75,1,1,145,145,0.1359,0,12.295,92.0,5
1789899399.135523,6795,5.02,1.75,1,1,145,145,0.1689,0,12.233,92.0,5
1789899399.2113202,6796,9.01,1.75,1,1,145,145,0.1885,0,13.511,92.0,5
1789899399.2352262,6797,1.0,1.75,1,0,145,145,,,,92.0,5
1789899399.2741396,6798,1.99,1.75,1,0,145,145,,,,92.0,5
1789899399.305296,6799,4.64,1.75,1,0,145,145,,,,92.0,5
1789899399.3686194,6800,3.02,1.75,1,1,158,158,0.1986,0,9.511,92.0,5
1789899399.3990486,6801,1.0,1.75,1,1,158,158,0.2154,0,11.07,92.0,5
1789899399.4459224,6802,12.97,1.75,1,1,158,158,0.1631,0,12.492,92.0,5
1789899399.4693747,6803,3.99,1.75,1,1,158,158,0.1085,0,11.19,92.0,5
1789899399.5381894,6804,7.98,1.75,1,1,158,158,0.0111,0,11.337,92.0,5
1789899399.5701044,6805,2.99,1.75,1,1,158,158,0.0507,0,12.931,92.0,5
1789899399.5920458,6806,10.97,1.75,1,1,158,158,0.0359,0,12.991,92.0,5
1789899399.6449041,6807,13.96,1.75,1,1,158,158,0.0632,0,11.559,92.0,5
1789899399.706282,6808,9.01,1.75,1,1,158,158,0.4382,0,12.039,92.0,5
1789899399.7371666,6809,5.98,1.75,1,0,158,158,,,,92.0,5
1789899399.7670853,6810,2.99,1.75,1,0,158,158,,,,92.0,5
1789899399.813482,6811,12.38,1.75,1,0,158,158,,,,92.0,5
1789899399.8766532,6812,12.43,1.75,1,1,132,132,0.2082,0,9.004,92.0,5
1789899399.9055796,6813,3.99,1.75,1,1,132,132,0.2717,0,15.507,92.0,5
1789899399.9394882,6814,5.98,1.75,1,1,132,132,0.2935,0,13.4,92.0,5
1789899399.9714036,6815,6.98,1.75,1,1,132,132,0.2669,0,12.843,92.0,5
1789899400.0481973,6816,14.96,1.75,1,1,132,132,0.2023,0,13.413,92.0,5
1789899400.073643,6817,6.98,1.75,1,1,132,132,0.175,0,13.108,92.0,5
1789899400.1105757,6818,8.98,1.75,1,1,132,132,0.1532,0,13.35,92.0,5
1789899400.134511,6819,3.99,1.75,1,1,132,132,0.1389,0,14.849,92.0,5
1789899400.2013328,6820,3.99,1.75,1,1,132,132,0.131,0,14.619,92.0,5
1789899400.2482073,6821,13.96,1.75,1,0,132,132,,,,92.0,5
1789899400.278146,6822,11.99,1.75,1,0,132,132,,,,92.0,5
1789899400.3091428,6823,9.54,1.75,1,0,132,132,,,,92.0,5
1789899400.3723009,6824,8.2,1.75,1,1,127,127,0.4278,0,9.265,92.0,5
1789899400.4022222,6825,1.03,1.75,1,1,127,127,0.432,0,13.201,92.0,5
1789899400.4331396,6826,2.03,1.75,1,1,127,127,0.4096,0,10.724,92.0,5
1789899400.4781408,6827,12.12,1.75,1,1,127,127,0.3466,0,11.221,92.0,5
1789899400.53994,6828,8.97,1.75,1,1,127,127,0.206,0,11.649,92.0,5
1789899400.5708563,6829,2.99,1.75,1,1,127,127,0.1488,0,12.646,92.0,5
1789899400.5938275,6830,14.99,1.75,1,1,127,127,0.1311,0,13.83,92.0,5
1789899400.648685,6831,14.0,1.75,1,1,127,127,0.1214,0,12.027,92.0,5
1789899400.7119913,6832,15.96,1.75,1,1,127,127,0.1074,0,16.849,92.0,5
1789899400.7399163,6833,7.98,1.75,1,0,127,127,,,,92.0,5
1789899400.7728276,6834,5.98,1.75,1,0,127,127,,,,92.0,5
1789899400.8027477,6835,3.99,1.75,1,0,127,127,,,,92.0,5
1789899400.8804207,6836,15.11,1.75,1,1,126,126,0.4047,0,9.417,92.0,5
1789899400.9071782,6837,8.01,1.75,1,1,126,126,0.4374,0,13.989,92.0,5
1789899400.9430516,6838,10.97,1.75,1,1,126,126,0.503,0,10.552,92.0,5
1789899400.972971,6839,4.99,1.75,1,1,126,126,0.5444,0,11.825,92.0,5
1789899401.0338378,6840,2.02,1.75,1,1,126,126,0.6249,1,11.39,92.0,5
1789899401.0647273,6841,1.0,1.75,1,1,126,126,0.6596,1,12.225,92.0,5
1789899401.111657,6842,10.98,1.75,1,1,126,126,0.6722,1,10.936,92.0,5
1789899401.143537,6843,10.97,1.75,1,1,126,126,0.6845,1,11.319,92.0,5
1789899401.2044063,6844,7.01,1.75,1,1,126,126,0.6187,1,11.455,92.0,5
1789899401.2343318,6845,3.03,1.75,1,0,126,126,,,,92.0,5
1789899401.2652102,6846,0.0,1.75,1,0,126,126,,,,92.0,5
1789899401.311934,6847,13.15,1.75,1,0,126,126,,,,92.0,5
1789899401.3729403,6848,9.48,1.75,1,1,130,130,0.5011,1,9.294,92.0,5
1789899401.403784,6849,1.0,1.75,1,1,130,130,0.4982,1,12.714,92.0,5
1789899401.4347007,6850,5.98,1.75,1,1,130,130,0.5063,1,12.735,92.0,5
1789899401.4656186,6851,1.0,1.75,1,1,130,130,0.4836,1,12.113,92.0,5
1789899401.5434618,6852,12.97,1.75,1,1,130,130,0.4513,1,11.774,92.0,5
1789899401.5753431,6853,6.98,1.75,1,1,130,130,0.439,1,12.499,92.0,5
1789899401.596321,6854,15.99,1.75,1,1,130,130,0.4302,1,12.151,92.0,5
1789899401.636216,6855,4.02,1.75,1,1,130,130,0.4306,0,13.062,92.0,5
1789899401.7134855,6856,13.96,1.75,1,1,130,130,0.4367,0,11.565,92.0,5
1789899401.744437,6857,10.0,1.75,1,0,130,130,,,,92.0,5
1789899401.7753203,6858,6.98,1.75,1,0,130,130,,,,92.0,5
1789899401.8066607,6859,7.4,1.75,1,0,130,130,,,,92.0,5
1789899401.8685672,6860,5.5,1.75,1,1,126,126,0.4637,0,9.128,92.0,5
1789899401.9155052,6861,14.96,1.75,1,1,126,126,0.4542,0,13.032,92.0,5
1789899401.9394422,6862,3.99,1.75,1,1,126,126,0.4335,0,11.906,92.0,5
1789899401.977375,6863,9.01,1.75,1,1,126,126,0.4204,0,11.062,92.0,5
1789899402.038177,6864,3.99,1.75,1,1,126,126,0.4106,0,10.948,92.0,5
1789899402.068098,6865,2.0,1.75,1,1,126,126,0.3931,0,11.904,92.0,5
1789899402.114256,6866,14.99,1.75,1,1,126,126,0.342,0,10.935,92.0,5
1789899402.1352026,6867,3.02,1.75,1,1,126,126,0.3116,0,12.561,92.0,5
1789899402.2059822,6868,4.99,1.75,1,1,126,126,0.2388,0,12.429,92.0,5
1789899402.252885,6869,11.0,1.75,1,0,126,126,,,,92.0,5
1789899402.2853527,6870,15.54,1.75,1,0,126,126,,,,92.0,5
1789899402.3317056,6871,14.93,1.75,1,0,126,126,,,,92.0,5
1789899402.37831,6872,10.36,1.75,1,1,125,125,0.2201,0,9.327,92.0,5
1789899402.4054074,6873,5.98,1.75,1,1,125,125,0.2757,0,11.756,92.0,5
1789899402.4413145,6874,2.0,1.75,1,1,125,125,0.3429,0,12.261,92.0,5
1789899402.46425,6875,1.0,1.75,1,1,125,125,0.3888,0,12.26,92.0,5
1789899402.5325768,6876,1.99,1.75,1,1,125,125,0.4246,0,11.853,92.0,5
1789899402.5654879,6877,2.99,1.75,1,1,125,125,0.3997,0,12.146,92.0,5
1789899402.595407,6878,7.98,1.75,1,1,125,125,0.3852,0,11.883,92.0,5
1789899402.641284,6879,7.98,1.75,1,1,125,125,0.3351,0,11.731,92.0,5
1789899402.71712,6880,12.96,1.75,1,1,125,125,0.208,0,11.516,92.0,5
1789899402.7390616,6881,9.97,1.75,1,0,125,125,,,,92.0,5
1789899402.7789545,6882,10.97,1.75,1,0,125,125,,,,92.0,5
1789899402.825243,6883,8.71,1.75,1,0,125,125,,,,92.0,5
1789899402.8709385,6884,6.05,1.75,1,1,127,127,0.1772,0,9.577,92.0,5
1789899402.9023383,6885,3.02,1.75,1,1,127,127,0.189,0,10.72,92.0,5
1789899402.9332247,6886,2.99,1.75,1,1,127,127,0.2098,0,10.473,92.0,5
1789899402.9781039,6887,11.97,1.75,1,1,127,127,0.2485,0,9.404,92.0,5
1789899403.0399382,6888,7.98,1.75,1,1,127,127,0.3144,0,11.49,92.0,5
1789899403.070857,6889,5.98,1.75,1,1,127,127,0.3201,0,12.974,92.0,5
1789899403.1017895,6890,1.99,1.75,1,1,127,127,0.2781,0,12.578,92.0,5
1789899403.1327069,6891,2.99,1.75,1,1,127,127,0.2735,0,11.926,92.0,5
1789899403.1795824,6892,11.97,1.75,1,1,127,127,0.2576,0,14.495,92.0,5
1789899403.2404199,6893,9.97,1.75,1,0,127,127,,,,92.0,5
1789899403.2723346,6894,6.98,1.75,1,0,127,127,,,,92.0,5
1789899403.3037999,6895,9.16,1.75,1,0,127,127,,,,92.0,5
1789899403.334719,6896,3.99,1.75,1,1,126,126,0.5001,0,12.516,92.0,5
1789899403.413019,6897,13.96,1.75,1,1,126,126,0.4742,0,12.313,92.0,5
1789899403.435957,6898,2.99,1.75,1,1,126,126,0.4416,0,12.082,92.0,5
1789899403.4718618,6899,7.98,1.75,1,1,126,126,0.4115,0,9.6,92.0,5
1789899403.504287,6900,1.99,1.75,1,1,126,126,0.3535,0,9.822,92.0,5
1789899403.5651264,6901,1.0,1.75,1,1,126,126,0.3378,0,11.708,92.0,5
1789899403.5861058,6902,5.02,1.75,1,1,126,126,0.3207,0,12.626,92.0,5
1789899403.6568778,6903,10.97,1.75,1,1,126,126,0.3068,0,12.572,92.0,5
1789899403.6788216,6904,9.97,1.75,1,1,126,126,0.2989,0,12.082,92.0,5
1789899403.733702,6905,2.0,1.75,1,0,126,126,,,,92.0,5
1789899403.7799344,6906,14.32,1.75,1,0,126,126,,,,92.0,5
1789899403.810941,6907,1.0,1.75,1,0,126,126,,,,92.0,5
1789899403.8430822,6908,11.36,1.75,1,1,130,130,0.6839,1,9.291,92.0,5
1789899403.9019427,6909,1.0,1.75,1,1,130,130,0.6753,1,9.216,92.0,5
1789899403.9488158,6910,13.96,1.75,1,1,130,130,0.6769,1,10.018,92.0,5
1789899403.9687629,6911,5.98,1.75,1,1,130,130,0.6765,1,10.49,92.0,5
1789899404.010652,6912,8.97,1.75,1,1,130,130,0.6735,1,13.072,92.0,5
1789899404.072519,6913,9.01,1.75,1,1,130,130,0.6805,1,11.642,92.0,5
1789899404.1030104,6914,4.02,1.75,1,1,130,130,0.657,1,12.97,92.0,5
1789899404.133898,6915,3.99,1.75,1,1,130,130,0.6697,1,12.485,92.0,5
1789899404.1957338,6916,11.97,1.75,1,0,130,130,,,,92.0,5
1789899404.2411165,6917,1.0,1.75,1,0,130,130,,,,92.0,5
1789899404.2731347,6918,10.08,1.75,1,0,130,130,,,,92.0,5
1789899404.3037076,6919,4.35,1.75,1,0,130,130,,,,92.0,5
1789899404.335699,6920,6.7,1.75,1,1,128,128,0.5883,1,9.373,92.0,5
1789899404.4413314,6922,4.18,1.75,1,1,128,128,0.4824,1,8.8,92.0,5
1789899404.4732537,6923,8.98,1.75,1,1,128,128,0.4695,1,10.542,92.0,5
1789899404.5032043,6924,4.02,1.75,1,1,128,128,0.4742,1,13.502,92.0,5
1789899404.5799668,6926,1.0,1.75,1,1,128,128,0.4995,1,12.481,92.0,5
1789899404.640837,6927,7.02,1.75,1,1,128,128,0.5034,1,11.342,92.0,5
1789899404.6707532,6928,3.02,1.75,1,1,128,128,0.4917,1,12.013,92.0,5
1789899404.7341347,6929,4.99,1.75,1,0,128,128,,,,92.0,5
1789899404.7795749,6930,13.66,1.75,1,0,128,128,,,,92.0,5
1789899404.8107903,6931,13.42,1.75,1,0,128,128,,,,92.0,5
1789899404.8408992,6932,8.03,1.75,1,1,136,136,0.6478,1,9.456,92.0,5
1789899404.903248,6933,5.98,1.75,1,1,136,136,0.6223,1,9.369,92.0,5
1789899404.9341965,6934,5.02,1.75,1,1,136,136,0.6263,1,9.815,92.0,5
1789899404.979081,6935,14.0,1.75,1,1,136,136,0.6371,1,9.82,92.0,5
1789899405.0109959,6936,11.01,1.75,1,1,136,136,0.6474,1,12.056,92.0,5
1789899405.0728316,6937,11.01,1.75,1,1,136,136,0.6757,1,11.263,92.0,5
1789899405.1191764,6938,5.98,1.75,1,1,136,136,0.6735,1,13.149,92.0,5
1789899405.1441133,6939,13.97,1.75,1,1,136,136,0.6564,1,13.41,92.0,5
1789899405.1810443,6940,11.0,1.75,1,1,136,136,0.6375,1,11.235,92.0,5
1789899405.2418509,6941,3.96,1.75,1,0,136,136,,,,92.0,5
1789899405.3486226,6942,14.24,1.75,1,0,136,136,,,,92.0,5
1789899405.3938286,6943,13.17,1.75,1,0,136,136,,,,92.0,5
1789899405.4018455,6944,6.02,1.75,1,1,132,132,0.6102,1,10.485,92.0,5
1789899405.4287405,6945,21.91,1.75,1,1,132,132,0.5986,1,12.606,92.0,5
1789899405.4506948,6946,12.98,1.75,1,1,132,132,0.6037,1,12.255,92.0,5
1789899405.4726205,6947,4.99,1.75,1,1,132,132,0.6196,1,12.554,92.0,5
1789899405.5020516,6948,4.99,1.75,1,1,132,132,0.6303,1,11.746,92.0,5
1789899405.579358,6949,9.97,1.75,1,1,132,132,0.6386,1,12.764,92.0,5
1789899405.6013005,6950,21.94,1.75,1,1,132,132,0.6284,1,12.499,92.0,5
1789899405.6551561,6951,13.96,1.75,1,1,132,132,0.6057,1,11.47,92.0,5
1789899405.6850765,6952,7.98,1.75,1,1,132,132,0.5659,1,12.206,92.0,5
1789899405.731972,6953,3.99,1.75,1,1,132,132,0.4723,1,11.995,92.0,5
1789899405.7778506,6954,11.97,1.75,1,0,132,132,,,,92.0,5
1789899405.8097653,6955,11.97,1.75,1,0,132,132,,,,92.0,5
1789899405.8406198,6956,6.63,1.75,1,1,138,138,0.6352,1,10.582,92.0,5
1789899405.9014628,6957,1.99,1.75,1,1,138,138,0.6058,1,13.06,92.0,5
1789899405.9327178,6958,0.0,1.75,1,1,138,138,0.5823,1,11.003,92.0,5
1789899405.9786253,6959,8.01,1.75,1,1,138,138,0.5644,1,11.473,92.0,5
1789899406.0015333,6960,3.99,1.75,1,1,138,138,0.5534,1,13.032,92.0,5
1789899406.0703785,6961,9.0,1.75,1,1,138,138,0.5463,1,11.252,92.0,5
1789899406.1018722,6962,4.6,1.75,1,1,138,138,0.4929,1,12.677,92.0,5
1789899406.1327565,6963,1.0,1.75,1,1,138,138,0.4729,1,12.603,92.0,5
1789899406.1796637,6964,14.0,1.75,1,1,138,138,0.4253,1,11.524,92.0,5
1789899406.2404675,6965,6.98,1.75,1,0,138,138,,,,92.0,5
1789899406.2704296,6966,5.03,1.75,1,0,138,138,,,,92.0,5
1789899406.3166356,6967,10.8,1.75,1,0,138,138,,,,92.0,5
1789899406.3473794,6968,13.94,1.75,1,1,140,140,0.5999,1,9.384,92.0,5
1789899406.4096947,6969,13.0,1.75,1,1,140,140,0.6001,1,11.704,92.0,5
1789899406.4555361,6970,14.96,1.75,1,1,140,140,0.6013,1,14.619,92.0,5
1789899406.483463,6971,6.98,1.75,1,1,140,140,0.5954,1,14.815,92.0,5
1789899406.5093915,6972,11.96,1.75,1,1,140,140,0.5976,1,14.343,92.0,5
1789899406.5782073,6974,1.0,1.75,1,1,140,140,0.5887,1,12.649,92.0,5
1789899406.6540046,6975,6.98,1.75,1,1,140,140,0.5801,1,12.315,92.0,5
1789899406.6769438,6976,7.98,1.75,1,1,140,140,0.5836,1,14.772,92.0,5
1789899406.746147,6977,11.97,1.75,1,0,140,140,,,,92.0,5
1789899406.7776728,6978,12.58,1.75,1,0,140,140,,,,92.0,5
1789899406.8230426,6979,13.62,1.75,1,0,140,140,,,,92.0,5
1789899406.8379016,6980,4.85,1.75,1,1,137,137,0.5784,1,11.239,92.0,5
1789899406.8997147,6981,2.99,1.75,1,1,137,137,0.5576,1,10.845,92.0,5
1789899406.945647,6982,12.97,1.75,1,1,137,137,0.5568,1,10.809,92.0,5
1789899406.9775295,6983,10.94,1.75,1,1,137,137,0.5667,1,11.973,92.0,5
1789899406.998474,6984,2.0,1.75,1,1,137,137,0.5855,1,11.575,92.0,5
1789899407.0693176,6985,4.02,1.75,1,1,137,137,0.6195,1,11.707,92.0,5
1789899407.100234,6986,2.03,1.75,1,1,137,137,0.6168,1,11.676,92.0,5
1789899407.1467621,6987,14.0,1.75,1,1,137,137,0.6382,1,9.698,92.0,5
1789899407.1776805,6988,10.0,1.75,1,1,137,137,0.6344,1,10.713,92.0,5
1789899407.239505,6989,10.0,1.75,1,0,137,137,,,,92.0,5
1789899407.2702239,6990,5.79,1.75,1,0,137,137,,,,92.0,5
1789899407.3004148,6991,2.1,1.75,1,0,137,137,,,,92.0,5
